Date,Date_Large,Price_Large,Date_Small,Price_Small,Log_Return_Large,Log_Return_Small,Rolling_Corr,Cluster
2011-08-15,,1261.1375,,392.97499999999997,-0.003366283577541881,0.002101576955626091,,0
2011-08-16,2011-08-16,1259.72,2003-12-02,393.25,-0.0011246174362496441,0.0006995453240857167,,0
2011-08-17,2011-08-17,1263.12,2003-12-03,395.37,0.002695376685348212,0.005376493385520469,,0
2011-08-18,2011-08-18,1191.08,2003-12-04,395.1905764363432,-0.05872439216916218,-0.0004539147842315224,,2
2011-08-19,2011-08-19,1160.46,2003-12-05,394.42897932905123,-0.026043980325777396,-0.0019290235098613192,,2
2011-08-22,2011-08-22,1174.32,2003-12-08,395.73117854781924,0.011872778430284345,0.0032960416561099532,,1
2011-08-23,2011-08-23,1163.87,2003-12-09,397.3666319337051,-0.008938597443497363,0.004124221962078882,,0
2011-08-24,2011-08-24,1191.27,2003-12-10,398.53698121893206,0.02326930570908965,0.0029409343277874015,,1
2011-08-25,2011-08-25,1199.84,2003-12-11,392.900031013993,0.007168249638508996,-0.014245089475281813,,1
2011-08-26,2011-08-26,1199.1,2003-12-12,394.2994049861195,-0.0006169391676917139,0.00355532634343394,,0
